,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
13,1.9719269752502442,0.1463654884934614,0.011694812774658203,0.0016860042777296616,0.4,0,0.01,6,200,0.7,"{'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.7}",0.2831858407079646,0.30973451327433627,0.336283185840708,0.3185840707964602,0.34513274336283184,0.31858407079646023,0.021676900378612196,47
14,1.7248164176940919,0.030676253174804904,0.01121978759765625,0.000602988413662226,0.4,0,0.01,6,200,0.9,"{'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.9}",0.2831858407079646,0.336283185840708,0.34513274336283184,0.2920353982300885,0.3274336283185841,0.31681415929203544,0.024652014649883397,73
15,2.0788368225097655,0.11665384650127274,0.011701202392578125,0.0005579700099339854,0.4,0,0.01,6,250,0.5,"{'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 250, 'subsample': 0.5}",0.2831858407079646,0.2831858407079646,0.336283185840708,0.2920353982300885,0.34513274336283184,0.30796460176991153,0.02707443989518293,180
16,2.2138843536376953,0.13157718537641003,0.013747596740722656,0.002119869798858701,0.4,0,0.01,6,250,0.7,"{'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 250, 'subsample': 0.7}",0.2920353982300885,0.30973451327433627,0.34513274336283184,0.2920353982300885,0.35398230088495575,0.31858407079646023,0.026252030042816496,47
17,2.1202425003051757,0.0201369046370991,0.012794160842895507,0.000291131699798237,0.4,0,0.01,6,250,0.9,"{'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 250, 'subsample': 0.9}",0.3008849557522124,0.336283185840708,0.35398230088495575,0.2743362831858407,0.336283185840708,0.32035398230088497,0.028757658069507832,35
18,1.3794356822967528,0.10717125299094488,0.009377193450927735,0.0011569961458385285,0.4,0,0.01,7,150,0.5,"{'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 150, 'subsample': 0.5}",0.2920353982300885,0.2831858407079646,0.35398230088495575,0.2831858407079646,0.3274336283185841,0.3079646017699115,0.02820774770001633,205
19,1.40812349319458,0.1000817258479685,0.01020641326904297,0.0022787856985020927,0.4,0,0.01,7,150,0.7,"{'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 150, 'subsample': 0.7}",0.2831858407079646,0.3008849557522124,0.36283185840707965,0.3274336283185841,0.336283185840708,0.32212389380530976,0.027759977241341813,26
20,1.4508471965789795,0.04127354618232022,0.01143035888671875,0.0025001069527248207,0.4,0,0.01,7,150,0.9,"{'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 150, 'subsample': 0.9}",0.2831858407079646,0.3185840707964602,0.34513274336283184,0.2831858407079646,0.3274336283185841,0.31150442477876106,0.024652014649883397,143
21,1.6859979629516602,0.07134086913710092,0.010747480392456054,0.0018896852114849347,0.4,0,0.01,7,200,0.5,"{'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.5}",0.2743362831858407,0.3008849557522124,0.34513274336283184,0.2920353982300885,0.336283185840708,0.30973451327433627,0.026842036970093987,170
22,1.8291054248809815,0.01568324471156546,0.011610841751098633,0.0008945429070853661,0.4,0,0.01,7,200,0.7,"{'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",0.2920353982300885,0.3185840707964602,0.336283185840708,0.3185840707964602,0.35398230088495575,0.32389380530973455,0.02064053768086832,13
23,2.0261666774749756,0.09785105117868337,0.01354060173034668,0.002282791978865483,0.4,0,0.01,7,200,0.9,"{'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.9}",0.2920353982300885,0.3274336283185841,0.34513274336283184,0.2920353982300885,0.336283185840708,0.31858407079646023,0.022387806443669937,47
